"","Status_Checking_Acc","Duration_in_Months","Credit_History","Purposre_Credit_Taken","Credit_Amount","Savings_Acc","Years_At_Present_Employment","Inst_Rt_Income","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Property","Age","Other_Inst_Plans","Housing","Num_CC","Job","Dependents","Telephone","Foreign_Worker","Default_On_Payment","predclass"
"735","A14",4,"A34","A40",3380,"A61","A74","1","A92","A101","1","A121",37,"A143","A152","1","A173","2","A191","A201","0",0
"736","A12",36,"A31","A44",3990,"A65","A72","3","A92","A101","2","A124",29,"A141","A152","1","A171","1","A191","A201","0",1
"737","A12",24,"A32","A41",11560,"A61","A73","1","A92","A101","4","A123",23,"A143","A151","2","A174","1","A191","A201","1",1
"744","A11",24,"A31","A42",2483,"A63","A73","4","A93","A101","4","A121",22,"A142","A152","1","A173","1","A192","A201","0",1
"747","A11",15,"A32","A40",2511,"A61","A71","1","A92","A101","4","A123",23,"A143","A151","1","A173","1","A191","A201","0",1
"755","A14",12,"A33","A45",1555,"A64","A75","4","A93","A101","4","A124",55,"A143","A153","2","A173","2","A191","A201","1",0
"760","A11",12,"A34","A40",691,"A61","A75","4","A93","A101","3","A122",35,"A143","A152","2","A173","1","A191","A201","1",1
"768","A14",10,"A32","A41",2901,"A65","A72","1","A92","A101","4","A121",31,"A143","A151","1","A173","1","A191","A201","0",0
"773","A14",21,"A34","A41",3275,"A61","A75","1","A93","A101","4","A123",36,"A143","A152","1","A174","1","A192","A201","0",0
"774","A14",24,"A34","A43",2223,"A62","A75","4","A93","A101","4","A122",52,"A141","A152","2","A173","1","A191","A201","0",0
"776","A11",24,"A32","A40",1371,"A65","A73","4","A92","A101","4","A121",25,"A143","A151","1","A173","1","A191","A201","1",1
"777","A14",36,"A34","A40",3535,"A61","A74","4","A93","A101","4","A123",37,"A143","A152","2","A173","1","A192","A201","0",0
"779","A14",36,"A34","A41",5711,"A64","A75","4","A93","A101","2","A123",38,"A143","A152","2","A174","1","A192","A201","0",0
"784","A12",12,"A32","A40",836,"A62","A72","4","A92","A101","2","A122",23,"A141","A152","1","A172","1","A191","A201","1",1
"787","A14",22,"A32","A43",2675,"A63","A75","3","A93","A101","4","A123",40,"A143","A152","1","A173","1","A191","A201","0",0
"788","A14",48,"A34","A41",2751,"A65","A75","4","A93","A101","3","A123",38,"A143","A152","2","A173","2","A192","A201","0",0
"790","A11",40,"A34","A46",5998,"A61","A73","4","A93","A101","3","A124",27,"A141","A152","1","A173","1","A192","A201","1",1
"791","A12",21,"A32","A49",1188,"A61","A75","2","A92","A101","4","A122",39,"A143","A152","1","A173","2","A191","A201","1",1
"796","A14",9,"A32","A42",2301,"A62","A72","2","A92","A101","4","A122",22,"A143","A151","1","A173","1","A191","A201","0",0
"800","A12",9,"A32","A40",1549,"A65","A72","4","A93","A101","2","A121",35,"A143","A152","1","A171","1","A191","A201","0",0
"803","A11",20,"A34","A42",4272,"A61","A75","1","A92","A101","4","A122",24,"A143","A152","2","A173","1","A191","A201","0",1
"812","A12",6,"A32","A43",484,"A61","A74","3","A94","A103","3","A121",28,"A141","A152","1","A172","1","A191","A201","0",0
"814","A11",48,"A32","A44",3051,"A61","A73","3","A93","A101","4","A123",54,"A143","A152","1","A173","1","A191","A201","1",1
"822","A13",12,"A32","A43",3016,"A61","A73","3","A94","A101","1","A123",24,"A143","A152","1","A173","1","A191","A201","0",0
"825","A14",18,"A34","A42",3780,"A61","A72","3","A91","A101","2","A123",35,"A143","A152","2","A174","1","A192","A201","0",0
"831","A14",24,"A33","A49",2375,"A63","A73","4","A93","A101","2","A123",44,"A143","A152","2","A173","2","A192","A201","0",0
"839","A11",24,"A34","A41",2957,"A61","A75","4","A93","A101","4","A122",63,"A143","A152","2","A173","1","A192","A201","0",0
"843","A14",18,"A32","A45",1943,"A61","A72","4","A92","A101","4","A121",23,"A143","A152","1","A173","1","A191","A201","1",0
"845","A14",18,"A32","A42",3422,"A61","A75","4","A93","A101","4","A122",47,"A141","A152","3","A173","2","A192","A201","0",0
"849","A11",9,"A32","A43",1364,"A61","A74","3","A93","A101","4","A121",59,"A143","A152","1","A173","1","A191","A201","0",0
"852","A14",24,"A34","A41",4042,"A65","A74","3","A93","A101","4","A122",43,"A143","A152","2","A173","1","A192","A201","0",0
"853","A14",15,"A34","A43",1471,"A61","A73","4","A93","A101","4","A124",35,"A143","A153","2","A173","1","A192","A201","0",0
"861","A14",24,"A34","A41",5804,"A64","A73","4","A93","A101","2","A121",27,"A143","A152","2","A173","1","A191","A201","0",0
"863","A11",24,"A32","A43",2439,"A61","A72","4","A92","A101","4","A121",35,"A143","A152","1","A173","1","A192","A201","1",1
"864","A14",27,"A34","A42",4526,"A64","A72","4","A93","A101","2","A121",32,"A142","A152","2","A172","2","A192","A201","0",0
"866","A14",15,"A32","A42",2221,"A63","A73","2","A92","A101","4","A123",20,"A143","A151","1","A173","1","A191","A201","0",0
"867","A11",18,"A32","A43",2389,"A61","A72","4","A92","A101","1","A123",27,"A142","A152","1","A173","1","A191","A201","0",1
"872","A13",6,"A34","A40",1343,"A61","A75","1","A93","A101","4","A121",46,"A143","A152","2","A173","2","A191","A202","0",0
"873","A11",24,"A34","A49",1382,"A62","A74","4","A93","A101","1","A121",26,"A143","A152","2","A173","1","A192","A201","0",0
"874","A14",15,"A32","A44",874,"A65","A72","4","A92","A101","1","A121",24,"A143","A152","1","A173","1","A191","A201","0",0
"875","A11",12,"A32","A42",3590,"A61","A73","2","A93","A102","2","A122",29,"A143","A152","1","A172","2","A191","A201","0",1
"881","A14",24,"A32","A41",7814,"A61","A74","3","A93","A101","3","A123",38,"A143","A152","1","A174","1","A192","A201","0",0
"885","A12",24,"A32","A42",4057,"A61","A74","3","A91","A101","3","A123",43,"A143","A152","1","A173","1","A192","A201","1",1
"886","A11",12,"A32","A46",795,"A61","A72","4","A92","A101","4","A122",53,"A143","A152","1","A173","1","A191","A201","1",1
"894","A12",36,"A34","A41",5800,"A61","A73","3","A93","A101","4","A123",34,"A143","A152","2","A173","1","A192","A201","0",1
"895","A14",18,"A34","A43",1169,"A65","A73","4","A93","A101","3","A122",29,"A143","A152","2","A173","1","A192","A201","0",0
"896","A14",36,"A33","A41",8947,"A65","A74","3","A93","A101","2","A123",31,"A142","A152","1","A174","2","A192","A201","0",0
"898","A14",12,"A34","A42",1592,"A64","A74","3","A92","A101","2","A122",35,"A143","A152","1","A173","1","A191","A202","0",0
"902","A14",20,"A34","A40",3485,"A65","A72","2","A91","A101","4","A121",44,"A143","A152","2","A173","1","A192","A201","0",0
"904","A14",15,"A32","A43",1386,"A65","A73","4","A94","A101","2","A121",40,"A143","A151","1","A173","1","A192","A201","0",0
"905","A14",24,"A32","A43",1278,"A61","A75","4","A93","A101","1","A121",36,"A143","A152","1","A174","1","A192","A201","0",0
"910","A12",9,"A32","A40",3195,"A65","A73","1","A92","A101","2","A121",33,"A143","A152","1","A172","1","A191","A201","0",0
"911","A14",36,"A33","A43",4454,"A61","A73","4","A92","A101","4","A121",34,"A143","A152","2","A173","1","A191","A201","0",0
"912","A12",24,"A34","A42",4736,"A61","A72","2","A92","A101","4","A123",25,"A141","A152","1","A172","1","A191","A201","1",1
"916","A12",48,"A30","A410",12000,"A61","A73","1","A92","A101","2","A122",32,"A141","A152","1","A174","1","A192","A202","1",1
"917","A14",10,"A32","A41",2848,"A62","A73","1","A93","A102","2","A121",32,"A143","A152","1","A173","2","A191","A201","0",0
"918","A11",6,"A32","A40",12000,"A61","A75","1","A93","A101","4","A124",68,"A141","A152","1","A174","1","A192","A201","1",1
"919","A11",24,"A32","A42",2359,"A62","A71","1","A91","A101","1","A122",33,"A143","A152","1","A173","1","A191","A201","1",1
"920","A11",24,"A32","A42",3345,"A61","A75","4","A93","A101","2","A122",39,"A143","A151","1","A174","1","A192","A201","1",1
"922","A14",48,"A33","A43",12000,"A63","A74","4","A93","A101","1","A123",37,"A143","A152","1","A174","1","A192","A201","0",0
"923","A11",9,"A32","A43",1366,"A61","A72","3","A92","A101","4","A122",22,"A143","A151","1","A173","1","A191","A201","1",1
"927","A11",18,"A34","A42",1049,"A61","A72","4","A92","A101","4","A122",21,"A143","A151","1","A173","1","A191","A201","0",1
"930","A11",12,"A33","A40",1344,"A61","A73","4","A93","A101","2","A121",43,"A143","A152","2","A172","2","A191","A201","0",1
"931","A11",24,"A32","A42",1747,"A61","A72","4","A93","A102","1","A122",24,"A143","A152","1","A172","1","A191","A202","0",0
"935","A11",12,"A32","A43",1498,"A61","A73","4","A92","A101","1","A123",23,"A141","A152","1","A173","1","A191","A201","0",1
"941","A14",12,"A32","A40",3527,"A65","A72","2","A93","A101","3","A122",45,"A143","A152","1","A174","2","A192","A201","0",0
"942","A14",10,"A32","A40",1546,"A61","A73","3","A93","A101","2","A121",31,"A143","A152","1","A172","2","A191","A202","0",0
"944","A14",4,"A34","A40",1455,"A61","A74","2","A93","A101","1","A121",42,"A143","A152","3","A172","2","A191","A201","0",0
"946","A12",48,"A30","A40",8358,"A63","A72","1","A92","A101","1","A123",30,"A143","A152","2","A173","1","A191","A201","0",1
"949","A14",18,"A32","A42",1533,"A61","A72","4","A94","A102","1","A122",43,"A143","A152","1","A172","2","A191","A201","1",0
"953","A12",24,"A32","A41",4113,"A63","A72","3","A92","A101","4","A123",28,"A143","A151","1","A173","1","A191","A201","1",1
"954","A14",36,"A32","A42",10974,"A61","A71","4","A92","A101","2","A123",26,"A143","A152","2","A174","1","A192","A201","1",1
"958","A12",9,"A34","A43",1154,"A61","A75","2","A93","A101","4","A121",37,"A143","A152","3","A172","1","A191","A201","0",0
"963","A14",15,"A32","A40",3556,"A65","A73","3","A93","A101","2","A124",29,"A143","A152","1","A173","1","A191","A201","0",0
"973","A11",24,"A31","A40",1193,"A61","A71","1","A92","A102","4","A124",29,"A143","A151","2","A171","1","A191","A201","1",1
"974","A11",60,"A32","A49",7297,"A61","A75","4","A93","A102","4","A124",36,"A143","A151","1","A173","1","A191","A201","1",1
"976","A13",24,"A32","A43",1258,"A63","A73","3","A92","A101","3","A123",57,"A143","A152","1","A172","1","A191","A201","0",0
"977","A12",6,"A32","A43",753,"A61","A73","2","A92","A103","3","A121",64,"A143","A152","1","A173","1","A191","A201","0",0
"981","A12",30,"A34","A42",8386,"A61","A74","2","A93","A101","2","A122",49,"A143","A152","1","A173","1","A191","A201","1",0
"985","A14",24,"A34","A42",2028,"A61","A74","2","A93","A101","2","A122",30,"A143","A152","2","A172","1","A191","A201","0",0
"987","A13",42,"A30","A49",6289,"A61","A72","2","A91","A101","1","A122",33,"A143","A152","2","A173","1","A191","A201","0",1
"989","A11",24,"A32","A41",6579,"A61","A71","4","A93","A101","2","A124",29,"A143","A153","1","A174","1","A192","A201","0",1
"991","A14",12,"A34","A46",3565,"A65","A72","2","A93","A101","1","A122",37,"A143","A152","2","A172","2","A191","A201","0",0
"993","A11",18,"A32","A43",1936,"A65","A74","2","A94","A101","4","A123",23,"A143","A151","2","A172","1","A191","A201","0",0
"1000","A12",45,"A34","A41",4576,"A62","A71","3","A93","A101","4","A123",27,"A143","A152","1","A173","1","A191","A201","0",0
"1001","A11",6,"A34","A43",1169,"A65","A75","4","A93","A101","4","A121",67,"A143","A152","2","A173","1","A192","A201","0",0
"1004","A11",42,"A32","A42",7882,"A61","A74","2","A93","A103","4","A122",45,"A143","A153","1","A173","2","A191","A201","0",0
"1005","A11",24,"A33","A40",4870,"A61","A73","3","A93","A101","4","A124",53,"A143","A153","2","A173","2","A191","A201","1",1
"1006","A14",36,"A32","A46",9055,"A65","A73","2","A93","A101","4","A124",35,"A143","A153","1","A172","2","A192","A201","0",0
"1008","A12",36,"A32","A41",6948,"A61","A73","2","A93","A101","2","A123",35,"A143","A151","1","A174","1","A192","A201","0",1
"1011","A12",12,"A32","A40",1295,"A61","A72","3","A92","A101","1","A123",25,"A143","A151","1","A173","1","A191","A201","1",1
"1015","A11",15,"A32","A40",1403,"A61","A73","2","A92","A101","4","A123",28,"A143","A151","1","A173","1","A191","A201","0",1
"1020","A14",24,"A32","A43",3430,"A63","A75","3","A93","A101","2","A123",31,"A143","A152","1","A173","2","A192","A201","0",0
"1023","A11",10,"A34","A40",2241,"A61","A72","1","A93","A101","3","A121",48,"A143","A151","2","A172","2","A191","A202","0",0
"1030","A11",60,"A33","A49",6836,"A61","A75","3","A93","A101","4","A124",63,"A143","A152","2","A173","1","A192","A201","1",1
"1038","A13",18,"A32","A43",2100,"A61","A73","4","A93","A102","2","A121",37,"A142","A152","1","A173","1","A191","A201","1",1
"1040","A12",9,"A32","A43",458,"A61","A73","4","A93","A101","3","A121",24,"A143","A152","1","A173","1","A191","A201","0",0
"1041","A14",30,"A32","A43",2333,"A63","A75","4","A93","A101","2","A123",30,"A141","A152","1","A174","1","A191","A201","0",0
"1046","A14",11,"A34","A40",1393,"A61","A72","4","A92","A101","4","A123",35,"A143","A152","2","A174","1","A191","A201","0",0
"1047","A14",36,"A32","A43",2299,"A63","A75","4","A93","A101","4","A123",39,"A143","A152","1","A173","1","A191","A201","0",0
"1049","A14",11,"A34","A40",7228,"A61","A73","1","A93","A101","4","A122",39,"A143","A152","2","A172","1","A191","A201","0",0
"1051","A12",24,"A33","A42",2333,"A65","A72","4","A93","A101","2","A122",29,"A141","A152","1","A172","1","A191","A201","0",0
"1053","A14",12,"A32","A43",1262,"A61","A73","3","A93","A101","2","A123",25,"A143","A152","1","A173","1","A191","A201","0",0
"1055","A12",36,"A33","A40",2225,"A61","A75","4","A93","A101","4","A124",57,"A141","A153","2","A173","1","A192","A201","1",1
"1060","A11",36,"A34","A42",6229,"A61","A72","4","A92","A102","4","A124",23,"A143","A151","2","A172","1","A192","A201","1",1
"1067","A14",12,"A32","A43",2171,"A61","A72","2","A92","A101","2","A123",29,"A141","A152","1","A173","1","A191","A201","0",0
"1083","A14",18,"A32","A49",1568,"A62","A73","3","A92","A101","4","A122",24,"A143","A151","1","A172","1","A191","A201","0",0
"1084","A11",24,"A32","A410",1755,"A61","A75","4","A92","A103","4","A121",58,"A143","A152","1","A172","1","A192","A201","0",0
"1087","A12",18,"A34","A42",1295,"A61","A72","4","A92","A101","1","A122",27,"A143","A152","2","A173","1","A191","A201","0",1
"1094","A13",24,"A34","A42",3617,"A65","A75","4","A93","A102","4","A124",20,"A143","A151","2","A173","1","A191","A201","0",0
"1095","A12",12,"A32","A40",1318,"A64","A75","4","A93","A101","4","A121",54,"A143","A152","1","A173","1","A192","A201","0",0
"1098","A12",18,"A32","A49",2622,"A62","A73","4","A93","A101","4","A123",34,"A143","A152","1","A173","1","A191","A201","0",1
"1109","A11",24,"A32","A42",7721,"A65","A72","1","A92","A101","2","A122",30,"A143","A152","1","A173","1","A192","A202","0",0
"1111","A12",6,"A33","A49",1449,"A62","A75","1","A91","A101","2","A123",31,"A141","A152","2","A173","2","A191","A201","0",1
"1112","A13",15,"A32","A46",392,"A61","A72","4","A92","A101","4","A122",23,"A143","A151","1","A173","1","A192","A201","0",1
"1116","A14",48,"A34","A43",3578,"A65","A75","4","A93","A101","1","A121",47,"A143","A152","1","A173","1","A192","A201","0",0
"1121","A11",21,"A32","A43",1835,"A61","A73","3","A92","A101","2","A121",25,"A143","A152","2","A173","1","A192","A201","1",1
"1124","A13",10,"A34","A40",781,"A61","A75","4","A93","A101","4","A124",63,"A143","A153","2","A173","1","A192","A201","0",0
"1131","A12",48,"A32","A40",8487,"A65","A74","1","A92","A101","2","A123",24,"A143","A152","1","A173","1","A191","A201","0",1
"1133","A14",15,"A32","A42",2708,"A61","A72","2","A93","A101","3","A122",27,"A141","A152","2","A172","1","A191","A201","0",0
"1136","A14",12,"A34","A43",1240,"A65","A75","4","A92","A101","2","A121",38,"A143","A152","2","A173","1","A192","A201","0",0
"1137","A14",27,"A33","A41",8613,"A64","A73","2","A93","A101","2","A123",27,"A143","A152","2","A173","1","A191","A201","0",0
"1138","A12",12,"A32","A43",766,"A63","A73","4","A93","A101","3","A121",66,"A143","A152","1","A172","1","A191","A201","1",0
"1139","A12",15,"A34","A43",2728,"A65","A74","4","A93","A103","2","A121",35,"A141","A152","3","A173","1","A192","A201","0",0
"1140","A13",12,"A32","A43",1881,"A61","A73","2","A92","A101","2","A123",44,"A143","A151","1","A172","1","A192","A201","0",0
"1141","A13",6,"A32","A40",709,"A64","A72","2","A94","A101","2","A121",27,"A143","A152","1","A171","1","A191","A202","0",0
"1146","A12",48,"A31","A49",3566,"A62","A74","4","A93","A101","2","A123",30,"A143","A152","1","A173","1","A191","A201","0",1
"1150","A14",18,"A34","A43",1582,"A64","A75","4","A93","A101","4","A123",46,"A143","A152","2","A173","1","A191","A201","0",0
"1155","A12",24,"A33","A49",6967,"A62","A74","4","A93","A101","4","A123",36,"A143","A151","1","A174","1","A192","A201","0",1
"1157","A11",9,"A34","A45",1288,"A62","A75","3","A93","A103","4","A121",48,"A143","A152","2","A173","2","A191","A202","0",0
"1159","A12",24,"A32","A40",3512,"A62","A74","2","A93","A101","3","A123",38,"A141","A152","2","A173","1","A192","A201","0",1
"1167","A11",18,"A32","A42",1131,"A61","A71","4","A92","A101","2","A123",33,"A143","A152","1","A173","1","A191","A201","1",1
"1175","A11",21,"A33","A46",3414,"A61","A72","2","A93","A101","1","A122",26,"A143","A152","2","A173","1","A191","A201","1",1
"1183","A11",21,"A31","A40",1647,"A65","A73","4","A93","A101","2","A122",40,"A143","A152","2","A172","2","A191","A201","1",1
"1185","A12",18,"A34","A40",884,"A61","A75","4","A93","A101","4","A123",36,"A141","A152","1","A173","2","A192","A201","1",1
"1193","A12",27,"A32","A49",3915,"A61","A73","4","A93","A101","2","A123",36,"A143","A152","1","A173","2","A192","A201","1",1
"1195","A12",45,"A32","A43",3031,"A62","A73","4","A93","A103","4","A122",21,"A143","A151","1","A173","1","A191","A201","1",1
"1196","A12",9,"A34","A46",1501,"A61","A75","2","A92","A101","3","A123",34,"A143","A152","2","A174","1","A192","A201","1",1
"1197","A14",6,"A34","A43",1382,"A61","A73","1","A92","A101","1","A123",28,"A143","A152","2","A173","1","A192","A201","0",0
"1198","A12",12,"A32","A42",951,"A62","A72","4","A92","A101","4","A123",27,"A141","A151","4","A173","1","A191","A201","1",1
"1199","A12",24,"A32","A41",2760,"A65","A75","4","A93","A101","4","A124",36,"A141","A153","1","A173","1","A192","A201","0",0
"1201","A14",9,"A34","A46",936,"A63","A75","4","A93","A101","2","A123",52,"A143","A152","2","A173","1","A192","A201","0",0
"1203","A14",27,"A33","A49",5117,"A61","A74","3","A93","A101","4","A123",26,"A143","A152","2","A173","1","A191","A201","0",0
"1205","A14",12,"A34","A40",1495,"A61","A75","4","A93","A101","1","A121",38,"A143","A152","2","A172","2","A191","A201","0",0
"1209","A11",24,"A32","A49",6568,"A61","A73","2","A94","A101","2","A123",21,"A142","A152","1","A172","1","A191","A201","0",1
